pdf,table_pages,table_names
pdfs/Togo/2018/cr18184.pdf,27,"Table_2a._Togo:_Central_Government_Financial_Operations,_2015–20_(billions_of_CFA_Francs)"
pdfs/Togo/2018/cr18184.pdf,28,"Table_2b._Togo:_Central_Government_Financial_Operations,_2015–20_(Percent_of_GDP)"
pdfs/Togo/2019/1TGOEA2019003.pdf,27,"Table_2a._Togo:_Central_Government_Financial_Operations,_2018–24_(billions_of_CFA_Francs)"
pdfs/Togo/2019/1TGOEA2019003.pdf,28,"Table_2b._Togo:_Central_Government_Financial_Operations,_2018–24_(percent_of_GDP)"
pdfs/Togo/2020/1TGOEA2020001.pdf,28,"Table_2a._Togo:_Central_Government_Financial_Operations,_2018–24_(Billions_of_CFA_Francs)"
pdfs/Togo/2020/1TGOEA2020001.pdf,29,"Table_2b._Togo:_Central_Government_Financial_Operations,_2018–24_(Percent_of_GDP)"
pdfs/Tonga/2018/cr1812.pdf,32,"Table_2a._Tonga:_Summary_of_Government_Operations,_FY2013–19_"
pdfs/Tonga/2018/cr1812.pdf,33,"Table_2b._Tonga:_Summary_of_Government_Operations,_FY2013–19_"
pdfs/Tonga/2021/1TONEA2021001.pdf,48,"Table_4._Tonga:_Summary_of_Central_Government_Operations,_FY2018–FY2023_"
pdfs/Trinidad and Tobago/2018/cr18285TrinidadBundle.pdf,35,Table_2._Trinidad_and_Tobago:_Summary_of_the_Central_Government_Operations_1_
pdfs/Trinidad and Tobago/2022/1TTOEA2022001.pdf,35,Table_2._Trinidad_and_Tobago:_Central_Government_Operations_1_(In_millions_of_Trinidad_and_Tobago_dollars)
pdfs/Trinidad and Tobago/2022/1TTOEA2022001.pdf,36,Table_3._Trinidad_and_Tobago:_Central_Government_Operations_1_(In_percent_of_GDP)
pdfs/Tunisia/2018/031418.pdf,,""
pdfs/Tunisia/2018/071118.pdf,,""
pdfs/Tunisia/2018/cr18120.pdf,52,"Table_4._Tunisia:_Central_Government_Fiscal_Operations,_2015–18_(In_millions_of_dinars)"
pdfs/Tunisia/2018/cr18120.pdf,53,"Table_5._Tunisia:_Central_Government_Fiscal_Operations,_2015–23_(In_percent_of_GDP)"
pdfs/Tunisia/2018/cr18291.pdf,32,"Table_5._Tunisia:_Central_Government_Fiscal_Operations,_2015–19_(In_millions_of_dinars,_cumulative_flow_since_the_beginning_of_the_year)"
pdfs/Tunisia/2018/cr18291.pdf,33,"Table_6._Tunisia:_Central_Government_Fiscal_Operations,_2015–23_(In_percent_of_GDP)"
pdfs/Tunisia/2019/1TUNEA2019001.pdf,20,"(Table_11)._As_in_the_past,_and_in_view_of_the_central_government’s_large_financing_needs,_all_"
pdfs/Tunisia/2019/1TUNEA2019001.pdf,31,"Table_4._Tunisia:_Central_Government_Fiscal_Operations,_2016–20_(In_millions_of_dinars,_cumulative_flow_since_the_beginning_of_the_year)"
pdfs/Tunisia/2019/1TUNEA2019001.pdf,32,"Table_5._Tunisia:_Central_Government_Fiscal_Operations,_2016–24_(In_percent_of_GDP)"
pdfs/Tunisia/2019/1TUNEA2019001.pdf,89,"Table_1._Tunisia:_Cumulative_External_Financing_of_the_Central_Government_Budget,_2016–20_(In_millions_of_U.S._dollars)"
pdfs/Tunisia/2020/1TUNEA2020001.pdf,18,"Table_4._Tunisia:_Central_Government_Fiscal_Operations,_2017–21_(In_millions_of_dinars,_cumulative_flow_since_the_beginning_of_the_year)"
pdfs/Tunisia/2020/1TUNEA2020001.pdf,19,"Table_5._Tunisia:_Central_Government_Fiscal_Operations,_2017–25_(In_percent_of_GDP)"
pdfs/Tunisia/2021/1TUNEA2021001.pdf,36,"Table_4._Tunisia:_Central_Government_Fiscal_Operations,_2018–26_(In_millions_of_dinars,_cumulative_flow_since_the_beginning_of_the_year)"
pdfs/Tunisia/2021/1TUNEA2021001.pdf,37,"Table_5._Tunisia:_Central_Government_Fiscal_Operations,_2018–26_(In_percent_of_GDP)"
pdfs/Turkey/2018/cr18110.pdf,34,"Table_5._Turkey:_Public_Sector_Finances,_2016–23_(Percent_of_GDP,_unless_otherwise_noted)"
pdfs/Turkey/2019/1TUREA2019001.pdf,46,"Table_4._Turkey:_Public_Sector_Finances,_2017–24_(Percent_of_GDP)"
pdfs/Turkey/2021/1TUREA2021001.pdf,61,"Table_4._Turkey:_Public_Sector_Finances,_2018–26_(Percent_of_GDP)"
pdfs/Tuvalu/2018/cr18209.pdf,32,"Table_3._Tuvalu:_Summary_of_General_Government_Operations,_2013–23_1_"
pdfs/Tuvalu/2021/1TUVEA2021001.pdf,31,"Table_3._Tuvalu:_Summary_Operations_of_the_General_Government,_2017–2026_"
pdfs/Tuvalu/2021/1TUVEA2021001.pdf,31,"Table_3._Tuvalu:_Summary_Operations_of_the_General_Government,_2017–26_"
pdfs/Uganda/2019/1UGAEA2019001.pdf,34,"Table_2a._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY201415-2020211_(Billions_of_Ugandan_Shillings)"
pdfs/Uganda/2019/1UGAEA2019001.pdf,35,"Table_2b._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY201415-2020211_(Percent_of_GDP)"
pdfs/Uganda/2019/201905-uganda-article-iv-takeaways-reo.pdf,,""
pdfs/Uganda/2020/dsacr20165.pdf,19,"Table_2a._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY201718–2024251_(Billions_of_Ugandan_Shillings)"
pdfs/Uganda/2020/dsacr20165.pdf,20,"Table_2b._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY201718–2024251_(Percent_of_GDP)"
pdfs/Uganda/2021/1UGAEA2021001.pdf,37,"Table_2a._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY201718–2025261_(Billions_of_Ugandan_Shillings)"
pdfs/Uganda/2021/1UGAEA2021001.pdf,38,"Table_2b._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY201718–202526_1_(Percent_of_GDP)"
pdfs/Uganda/2022/1UGAEA2022001.pdf,46,"Table_2a._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY20192026271_(Billions_of_Ugandan_Shillings)"
pdfs/Uganda/2022/1UGAEA2022001.pdf,47,"Table_2b._Uganda:_Fiscal_Operations_of_the_Central_Government,_FY20192026271_(Percent_of_GDP)"
pdfs/Ukraine/2019/cr1903.pdf,30,"Table_2a._Ukraine:_General_Government_Finances,_2017–2023_1_(Billions_of_Ukrainian_hryvnia)"
pdfs/Ukraine/2019/cr1903.pdf,31,"Table_2b._Ukraine:_General_Government_Finances,_2017–2023_1_(Percent_of_GDP)"
pdfs/Ukraine/2020/1UKREA2020001.pdf,30,"Table_2._Ukraine:_General_Government_Finances,_2018–2025_1_"
pdfs/Ukraine/2020/1UKREA2020001.pdf,31,"Table_2._Ukraine:_General_Government_Finances,_2018–2025_1_(concluded)_(Percent_of_GDP)"
pdfs/Ukraine/2020/1UKREA2020002.pdf,,""
pdfs/Ukraine/2021/1UKREA2021001.pdf,40,"Table_2a._Ukraine:_General_Government_Finances,_2019–2026_1_(Billions_of_Ukrainian_Hryvnia)"
pdfs/Ukraine/2021/1UKREA2021001.pdf,41,"Table_2b._Ukraine:_General_Government_Finances,_2019–2026_1_(Percent_of_GDP)"
pdfs/United Arab Emirates/2019/cr1935.pdf,32,"Table_3._United_Arab_Emirates:_General_Government_Finances,_2015–23_"
pdfs/United Arab Emirates/2019/cr1935.pdf,34,"Table_5._United_Arab_Emirates:_Maturing_Bonds,_Syndicated_and_Bilateral_Loans_in_the_Non-Financial_Public_Sector_1_2_(In_millions_of_U.S._dollars)"
pdfs/United Arab Emirates/2022/1UAEEA2022001.pdf,32,"Table_3a._UAE:_Government_Finances,_2016–26_"
pdfs/United Arab Emirates/2022/1UAEEA2022001.pdf,33,"Table_3b._UAE:_General_Government_Finances,_2016-26_"
pdfs/United Arab Emirates/2022/1UAEEA2022001.pdf,34,"Table_3c._UAE:_Central_Government_Finance,_2016–26_"
pdfs/United Kingdom/2018/cr1842.pdf,44,"Table_3._United_Kingdom:_Statement_of_Public_Sector_Operations,_201011–2223_1_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/United Kingdom/2020/1GBREA2020001.pdf,51,"Table_4._United_Kingdom:_Statement_of_Public_Sector_Operations,_201718–202526_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/United Kingdom/2022/1GBREA2022001.pdf,60,"Table_5._United_Kingdom:_Statement_of_Public_Sector_Operations,_201920–2627_(Percent_of_GDP,_unless_otherwise_noted)"
pdfs/United States/2018/cr18207.pdf,42,Table_3._United_States:_Federal_and_General_Government_Finances_(percent_of_GDP)
pdfs/United States/2019/1USAEA2019001.pdf,48,Table_3._United_States:_Federal_and_General_Government_Finances_(Percent_of_GDP)
pdfs/United States/2020/1USAEA2020001.pdf,54,Table_3._United_States:_Federal_and_General_Government_Finances_(percent_of_GDP)
pdfs/United States/2021/1USAEA2021001.pdf,58,Table_3._United_States:_Federal_and_General_Government_Finances_(Percent_of_GDP)
pdfs/Uruguay/2018/cr1823-UruguayArtIV.pdf,36,Table_4._Uruguay:_Main_Fiscal_Aggregates_
pdfs/Uruguay/2018/cr1823-UruguayArtIV.pdf,38,Table_6._Uruguay:_Statement_of_Operations_of_the_Central_Government_1_
pdfs/Uruguay/2019/1URYEA2019001.pdf,38,Table_4._Uruguay:_Main_Fiscal_Aggregates_
pdfs/Uruguay/2019/1URYEA2019001.pdf,40,Table_6._Uruguay:_Statement_of_Operations_of_the_Central_Government_1_
pdfs/Uruguay/2020/1URYEA2020001.pdf,40,Table_4._Uruguay:_Main_Fiscal_Aggregates_
pdfs/Uruguay/2020/1URYEA2020001.pdf,41,Table_5._Uruguay:_Public_Sector_Debt_and_Financial_Assets_1_
pdfs/Uruguay/2020/1URYEA2020001.pdf,42,Table_6._Uruguay:_Statement_of_Operations_of_the_Central_Government_1_
pdfs/Uruguay/2022/1URYEA2022001.pdf,38,Table_3._Uruguay:_Main_Fiscal_Aggregates_
pdfs/Uruguay/2022/1URYEA2022001.pdf,39,Table_4._Uruguay:_Public_Sector_Debt_and_Financial_Assets_1_
pdfs/Uruguay/2022/1URYEA2022001.pdf,40,Table_5._Uruguay:_Statement_of_Operation_of_the_Central_Government_1_
"pdfs/Uzbekistan, Republic of/2018/cr18117.pdf",26,"Table_2._Uzbekistan:_National_Accounts,_2015-19_"
"pdfs/Uzbekistan, Republic of/2018/cr18117.pdf",28,"Table_4._Uzbekistan:_General_Government_Budget,_2015-19_(In_billions_of_sum)"
"pdfs/Uzbekistan, Republic of/2018/cr18117.pdf",29,"Table_5._Uzbekistan:_General_Government_Budget,_2015-19_(In_percent_of_GDP)"
"pdfs/Uzbekistan, Republic of/2019/1UZBEA2019004.pdf",28,"Table_2._Uzbekistan:_National_Accounts,_2016-21_"
"pdfs/Uzbekistan, Republic of/2019/1UZBRA2019004.pdf",,""
"pdfs/Uzbekistan, Republic of/2020/1UZBEA2020002.pdf",17,"Table_2._Uzbekistan:_National_Accounts,_2017–2025_"
"pdfs/Uzbekistan, Republic of/2021/1UZBEA2021001.pdf",30,"Table_2._Uzbekistan:_National_Accounts,_2018–2026_"
pdfs/Vanuatu/2018/cr18109.pdf,29,"Table_2._Vanuatu:_Central_Government_Budgetary_Operations,_2013-23_1_"
pdfs/Vanuatu/2019/1VUTEA2019001.pdf,31,"Table_2._Vanuatu:_Central_Government_Budgetary_Operations,_2014–241_"
pdfs/Vanuatu/2021/1VUTEA2021002.pdf,30,"Table_2._Vanuatu:_Central_Government_Budgetary_Operations,_2018-20231_"
pdfs/Vietnam/2019/1VNMEA2019002.pdf,35,"Table_4a._Vietnam:_Consolidated_State_Budgetary_Operations,_2013–2019_1_(In_trillions_of_dong)"
pdfs/Vietnam/2019/1VNMEA2019002.pdf,36,"Table_4b._Vietnam:_Consolidated_State_Budgetary_Operations,_2013–2019_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Vietnam/2021/1VNMEA2021001.pdf,38,"Table_4a._Vietnam:_Consolidated_State_Budgetary_Operations,_2016–2021_1_(In_trillions_of_dong)"
pdfs/Vietnam/2021/1VNMEA2021001.pdf,39,"Table_4b._Vietnam:_Consolidated_State_Budgetary_Operations,_2016–2021_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Zambia/2019/1ZMBEA2019002.pdf,36,"Table_2a._Zambia:_Fiscal_Operations_of_the_Budgetary_Central_Government,_2016–24_(Millions_of_kwacha)"
pdfs/Zambia/2019/1ZMBEA2019002.pdf,37,"Table_2b._Zambia_Fiscal_Operations_of_the_Budgetary_Central_Government,_2016-24_(Percent_of_GDP)"
pdfs/Zimbabwe/2019/1ZWEEA2019003.pdf,33,"Table_3a._Zimbabwe:_Central_Government_Operations,_2015–20_(Millions_of_RTGS$)"
pdfs/Zimbabwe/2019/1ZWEEA2019003.pdf,34,"Table_3b._Zimbabwe:_Central_Government_Operations,_2015–20_(Percent_of_GDP)"
pdfs/Zimbabwe/2020/1ZWEEA2020001.pdf,42,"Table_3a._Zimbabwe:_Central_Government_Operations,_2016–23_(millions_of_ZWL$)"
pdfs/Zimbabwe/2020/1ZWEEA2020001.pdf,44,"Table_3b._Zimbabwe:_Central_Government_Operations,_2016–23_(in_percent_of_GDP)"
pdfs/Zimbabwe/2022/1ZWEEA2022003.pdf,37,"Table_3a._Zimbabwe:_Central_Government_Operations,_2017–26_(Millions_of_ZWL)"
pdfs/Zimbabwe/2022/1ZWEEA2022003.pdf,38,"Table_3b._Zimbabwe:_Central_Government_Operations,_2017–26_(Percent_of_GDP)"
pdfs/Bosnia and Herzegovina/2022/pr22193-bosnia-and-herzegovina-imf-executive-board-concludes-2022-article-iv-consultation-with-bos.pdf,,""
pdfs/Chile/2022/1CHLEA2022001.pdf,26,"Table_2._Chile:_Summary_Operations_of_the_Central_Government_(In_percent_of_GDP,_unless_otherwise_specified)"
pdfs/Guatemala/2022/1GTMEA2022001.pdf,32,Table_2._Guatemala:_Statement_of_the_Central_Government_Operations_and_Financial_
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,34,"Table_4a._Bosnia_and_Herzegovina:_Government_Statement_of_Operations,_2019–27_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,35,"Table_4b._Bosnia_and_Herzegovina:_Government_Statement_of_Operations,_2019–27_(KM_million)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,36,"Table_4c._Bosnia_and_Herzegovina:_Entity_Governments_Statement_of_Operations,_2019–27_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,37,"Table_5a._Institutions_of_BiH:_Statement_of_Government_Operations,_2019–27_(KM_million)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,38,"Table_5b._Federation_of_BiH:_Statement_of_General_Government_Operations,_2019–27_(KM_million)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,39,"Table_5c._Federation_of_BiH:_Statement_of_Central_Government_Operations,_2019–27_(KM_million)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,40,"Table_5d._Republika_Srpska:_Statement_of_General_Government_Operations,_2019–27_(KM_million)"
pdfs/Multiple countries specified/2022/1BIHEA2022001.pdf,41,"Table_5e._Republika_Srpska:_Statement_of_Central_Government_Operations,_2019–27_(KM_million)"
pdfs/Multiple countries specified/2022/1BTNEA2022001.pdf,29,"Table_2._Bhutan:_Government_Budget_Summary,_2017–27_"
pdfs/Multiple countries specified/2022/1CYPEA2022002.pdf,34,"Table_2._Cyprus:_Fiscal_Developments_and_Projections,_2019–271_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1CYPEA2022002.pdf,35,"Table_3._Cyprus:_General_Government_Financing_Requirements_and_Sources,_2019–27_(Millions_of_Euros,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2022/1LSOEA2022002.pdf,34,"Table_2._Lesotho:_Fiscal_Operations_of_the_Central_Government,_201819–2027281,2_(LSL_millions)"
pdfs/Multiple countries specified/2022/1LSOEA2022002.pdf,35,"Table_3._Lesotho:_Fiscal_Operations_of_the_Central_Government,_201819–2027281,2_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1LUXEA2022001.pdf,43,"Table_3._Luxembourg:_General_Government_Operations,_2018-27_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1LUXEA2022001.pdf,44,"Table_4._Luxembourg:_General_Government_Financial_Balance_Sheet,_2016–20_(Millions_of_euros_unless_noted_otherwise)"
pdfs/Peru/2022/1PEREA2022004.pdf,33,Table_2._Peru:_Nonfinancial_Public_Sector_Main_Fiscal_Aggregates_
pdfs/Peru/2022/1PEREA2022004.pdf,34,"Table_3._Peru:_Statement_of_Operations_of_the_General_Government_1_(In_percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Somalia/2022/1SOMEA2022001.pdf,,""
pdfs/Costa Rica/2020/1CRIEA2020001.pdf,17,Table_3._Costa_Rica:_Central_Government_Balance_
pdfs/Argentina/2022/1ARGEA2022002.pdf,37,"Table_3a._Argentina:_Federal_Government_Operations,_2020–27_(In_Billions_of_Argentine_Pesos)"
pdfs/Argentina/2022/1ARGEA2022002.pdf,38,"Table_3b._Argentina:_Federal_Government_Operations,_2020–27_(In_Percent_of_GDP)"
pdfs/Argentina/2022/1ARGEA2022002.pdf,39,"Table_4._Argentina:_General_Government_Operations,_2020–27_1_"
pdfs/Argentina/2022/1ARGEA2022002.pdf,43,"Table_7._Argentina:_Federal_Government_Gross_Financing_Needs_and_Sources,_2020–27_(in_millions_of_U.S._dollars)"
"pdfs/Congo, Democratic Republic of the/2022/1CODEA2022002.pdf",41,"Table_3a._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_"
"pdfs/Congo, Democratic Republic of the/2022/1CODEA2022002.pdf",42,"Table_3b._Democratic_Republic_of_the_Congo:_Central_Government_Financial_Operations,_"
pdfs/Côte d'Ivoire/2022/1CIVEA2022001.pdf,37,"Table_3a._Côte_d’Ivoire:_Fiscal_Operations_of_the_Central_Government,_2019–27_(Billions_of_CFA_Francs;_unless_otherwise_indicated)"
pdfs/Côte d'Ivoire/2022/1CIVEA2022001.pdf,38,"Table_3b._Côte_d’Ivoire:_Fiscal_Operations_of_the_Central_Government,_2019–27_(Percent_of_GDP;_unless_otherwise_indicated)"
"pdfs/Gambia, The/2022/1GMBEA2022001.pdf",31,"Table_2a._The_Gambia:_Statement_of_Central_Government_Operations,_2020–27_(Millions_of_local_currency)"
"pdfs/Gambia, The/2022/1GMBEA2022001.pdf",32,"Table_2b._The_Gambia:_Statement_of_Central_Government_Operations,_2020–27_(Percent_of_GDP)"
"pdfs/Gambia, The/2022/1GMBEA2022001.pdf",33,"Table_3._The_Gambia:_Statement_of_Central_Government_Operations,_2021–22_(Cumulative,_millions_of_local_currency)"
pdfs/Guinea-Bissau/2022/1GNBEA2022002.pdf,38,"Table_3a._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–27_(CFAF_billions)"
pdfs/Guinea-Bissau/2022/1GNBEA2022002.pdf,39,"Table_3b._Guinea-Bissau:_Consolidated_Operations_of_the_Central_Government,_2019–27_(Percent_of_GDP)"
pdfs/Haiti/2022/1HTIEA2022001.pdf,30,"Table_5a._Haiti:_Non-Financial_Public_Sector_Operations,_FY2019–25_(Fiscal_year_ending_September_30;_In_millions_of_Gourdes)"
pdfs/Haiti/2022/1HTIEA2022001.pdf,31,"Table_5b._Haiti:_Non-Financial_Public_Sector_Operations,_FY2019–25_(Fiscal_year_ending_September_30;_percent_of_GDP)"
pdfs/Ireland/2022/1IRLEA2022001.pdf,32,"Table_2._Ireland:_Statement_of_Operations_of_the_General_Government,_2018–27_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Multiple countries specified/2022/1ANDEA2022001.pdf,26,Table_2._Andorra:_General_Government_Operations_1_
pdfs/Multiple countries specified/2022/1ANDEA2022001.pdf,27,Table_3._Andorra:_Central_Government_Operations_1_
pdfs/Multiple countries specified/2022/1BGREA2022001.pdf,39,"Table_4a._Bulgaria:_General_Government_Operations,_2018–27_1_(Billions_of_Leva,_Unless_Otherwise_Indicated)"
pdfs/Multiple countries specified/2022/1BGREA2022001.pdf,40,"Table_4b._Bulgaria:_General_Government_Operations,_2018–271_(Percent_of_GDP,_Unless_Otherwise_Indicated)"
pdfs/Multiple countries specified/2022/1BRBEA2022001.pdf,24,"Table_2a._Barbados:_Central_Government_Operations,_20192020–20272028_(In_millions_of_Barbados_dollars)_1"
pdfs/Multiple countries specified/2022/1BRBEA2022001.pdf,25,"Table_2b._Barbados:_Central_Government_Operations,_20192020–20272028_(In_percent_of_FY-GDP,_unless_otherwise_indicated)_1"
pdfs/Multiple countries specified/2022/1CAEEA2022002.pdf,27,"Table_2._CEMAC:_National_Accounts,_2016–26_"
pdfs/Multiple countries specified/2022/1CHEEA2022001.pdf,38,"Table_4._Switzerland:_General_Government_Finances,_2018–27_"
pdfs/Multiple countries specified/2022/1CHEEA2022001.pdf,39,"Table_5._Switzerland:_General_Government_Finances,_2011–21_"
pdfs/Multiple countries specified/2022/1DNKEA2022001.pdf,49,"Table_4._Denmark:_GFSM_2001_Statement_of_Government_Operations,_2019–27_(Billions_of_DKK)"
pdfs/Multiple countries specified/2022/1DNKEA2022001.pdf,50,"Table_5._Denmark:_GFSM_2001_Statement_of_Government_Operations,_2019–27_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1GEOEA2022002.pdf,30,"Table_3a._Georgia:_General_Government_Operations,_GFSM2001_2019_–27_(In_millions_of_GEL)"
pdfs/Multiple countries specified/2022/1GEOEA2022002.pdf,31,"Table_3b._Georgia:_General_Government_Operations,_GFSM2001_2019_–27_(In_percent_GDP)"
pdfs/Multiple countries specified/2022/1GEOEA2022002.pdf,82,"Table_2._Georgia:_Projected_Financing_for_Cash_Deficit_of_the_General_Government_(in_millions_of_GEL,_cumulative_from_the_beginning_of_the_calendar_year)"
pdfs/Multiple countries specified/2022/1GRCEA2022001.pdf,40,"Table_3._Greece:_General_Government_Operations,_2019–27_1_"
pdfs/Multiple countries specified/2022/1ISLEA2022001.pdf,42,"Table_4._Iceland:_General_Government_Operations,_2016–27_1_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1ISLEA2022001.pdf,43,"Table_5._Iceland:_General_Government_Financial_Balance_Sheet,_2016–27_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1PRTEA2022001.pdf,36,Table_2a._Portugal:_General_Government_Accounts_1_(Billions_of_euros)
pdfs/Multiple countries specified/2022/1PRTEA2022001.pdf,37,"Table_2b._Portugal:_General_Government_Accounts_1_(Percent_of_GDP,_unless_otherwise_noted)"
pdfs/Multiple countries specified/2022/1RWAEA2022002.pdf,30,"Table_2a._Rwanda:_Budgetary_Central_Government_Flows,_GFSM_2014_Presentation_"
pdfs/Multiple countries specified/2022/1RWAEA2022002.pdf,31,"Table_2b._Rwanda:_Budgetary_Central_Government_Flows,_GFSM_2014_Presentation_"
pdfs/Multiple countries specified/2022/1SENEA2022003.pdf,29,"Table_4._Senegal:_Budgetary_Central_Government_Operations,_GFSM_2001_Classification,_2020–271_(Billions_of_CFAF)"
pdfs/Multiple countries specified/2022/1SENEA2022003.pdf,30,"Table_5._Senegal:_Central_Government_Operations,_GFSM_2001_Classification,1_2020–27_(Percent_of_GDP)"
pdfs/Multiple countries specified/2022/1SVKEA2022001.pdf,39,"Table_2._Slovak_Republic:_Statement_of_Operations_of_the_General_Government,_2019–271_"
pdfs/Paraguay/2022/1PRYEA2022001.pdf,32,Table_2._Paraguay:_Operations_of_the_Central_Government_(In_percent_of_GDP_unless_specified_otherwise)
pdfs/Paraguay/2022/1PRYEA2022001.pdf,33,Table_3._Paraguay:_Operations_of_the_Consolidated_Public_Sector_1_(In_percent_of_GDP)
pdfs/Qatar/2022/1QATEA2022001.pdf,34,"Table_3a._Qatar:_Summary_of_Central_Government_Finance,_2018-27_1_(billions_of_Qatari_Riyals_unless_otherwise_noted))"
pdfs/Qatar/2022/1QATEA2022001.pdf,35,"Table_3b._Qatar:_Summary_of_Central_Government_Finance,_2018-27_1_(percent_of_GDP_unless_otherwise_noted))"
"pdfs/Serbia, Republic of/2022/1SRBEA2022001.pdf",37,"Table_6a._Serbia:_General_Government_Fiscal_Operations,_2018–27_1_"
